_id,userId,name,description,website,logo,verified,isActive,createdAt,updatedAt,__v,address.city,contactEmail,contactPhone
6996d48ee27ab1eacabf1daa,6996d469e27ab1eacabf1da5,Grizon Tech,"AI, IOT Automation  Cloud Solutions",https://grizontech.com,https://res.cloudinary.com/dgwll3dwe/image/upload/v1771492639/internship-portal/logo-1771492638692-884681845_onnl6u.webp,false,true,2026-02-19T09:14:54.714Z,2026-02-19T09:17:26.017Z,0,"Khanna, India",info@grizontech.com,8427294091
6996ec137d16da151885048d,6996ebeb7d16da1518850488,Sailors Academy an initiative by Shivsofts,IT ,https://sailorsacademy.ca/,https://res.cloudinary.com/dgwll3dwe/image/upload/v1771498828/internship-portal/logo-1771498826848-982603834_efujl0.webp,false,true,2026-02-19T10:55:15.097Z,2026-02-19T11:00:30.759Z,0,,,
6997029b6d7844c9f4eb16de,6997020a6d7844c9f4eb16b7,ITechserv,"We are a Management and Technology Consulting Services and Solutions Company. The very element for ITechServ is the basic idea of efficient cost-cutting with immaculate results. We are experts in Kaseya; the software used by MSPs across to provide Managed services. We assist our valued clients in setting Kaseya scripting, patch management, BUDR backups and other functionalities, optimizing and taking it to the next level so that they get the real business value and are able to serve the clients to their best.\n\n",https://itechserv.net/,https://res.cloudinary.com/dgwll3dwe/image/upload/v1771507185/internship-portal/logo-1771507183925-606843431_vapwcj.webp,false,true,2026-02-19T12:31:23.267Z,2026-02-19T13:20:43.982Z,0,"Sector 82, Mohali, Punjab",hr.itechserv@itechserv.net,9814732707
6997ee6473452e50b91e30b0,6997ec7e73452e50b91e2fe1,QuickStay,"QuickStay is building the future of India's rental ecosystem through technology and distribution. We’re reimagining how rentals work by combining product, growth, and AI to solve real-world problems at scale.",https://quickstayapp.com,https://res.cloudinary.com/dgwll3dwe/image/upload/v1771649069/internship-portal/logo-1771649067924-750916097_fgffij.webp,false,true,2026-02-20T05:17:24.665Z,2026-02-21T04:44:34.442Z,0,Gurugram,jatin@quickstayapp.com,8387868880
6998312073452e50b91e4454,6998311573452e50b91e444f,Cosmic Attire,Fashion Technology,https://cosmicattire.in,,false,true,2026-02-20T10:02:08.372Z,2026-02-20T10:02:08.372Z,0,,,
6996c79733bc1e3602c9ede5,6996c76833bc1e3602c9eddc,Aneja's Training And Placement Services,"We are a Leading Hiring Partner for MNC BPO Brands In India ,\nwe are Hiring Interns for our Recruitment Agency at Mohali and Chandigarh .\n\nThanks ",www.anejabusinessgroup.com,https://res.cloudinary.com/dgwll3dwe/image/upload/v1771511623/internship-portal/logo-1771511622994-916170900_eoeszd.webp,false,true,2026-02-19T08:19:35.106Z,2026-02-19T14:34:48.349Z,0,Chandigarh,anejabusinessgroup@gmail.com,09888307229
69973d77a651f2ad87bf1924,69973d5ba651f2ad87bf191f,TRUXO,Softwere development,https://truxo.ai,,false,true,2026-02-19T16:42:31.745Z,2026-02-19T16:58:01.299Z,0,,,
6998275373452e50b91e4117,6998272773452e50b91e4112,Workerlly Tech Private Limited,"Workerlly Tech Private Limited (founded in Aug 2024) is an Indian private company (startup with 10+ team members) that operates a tech-driven platform called Workerlly — designed to connect workers with people or businesses that need help on an hourly basis.\n\nWorkerlly (the app/platform) started in the Panchkula–Chandigarh–Mohali region and is working toward wider (Pan-India) availability to serve a broader gig economy audience.\n\nThe company aims to modernize the informal work sector  by:\n\nHelping workers earn flexibly by choosing jobs that fit their skills and schedules.\n\nAllowing households and businesses to find verified workers quickly for short-duration tasks.\n\nReducing reliance on middlemen, simplifying hiring, and improving income opportunities for blue-collar or white colors workers.",https://www.workerlly.com,https://res.cloudinary.com/dgwll3dwe/image/upload/v1771649825/internship-portal/logo-1771649824813-177585614_rcsiq2.webp,false,true,2026-02-20T09:20:19.054Z,2026-02-21T04:57:30.128Z,0,"panchkula, haryana",suresh@workerlly.com,6280346294
6997ea8973452e50b91e2f7e,6997ea7573452e50b91e2f79,Truxo,Logistics and transportation technology,https://www.truxo.ai,,false,true,2026-02-20T05:00:57.866Z,2026-02-20T05:00:57.866Z,0,,,
699beca76709a61bd46ea5b3,699bec826709a61bd46ea5ab,Techmind Softwares,IT,http://example.com,,false,true,2026-02-23T05:59:03.658Z,2026-02-23T05:59:03.658Z,0,,,
699870553b0b758289b97758,699870263b0b758289b97753,GeoThermX,Sustainability,https://geothermx.netlify.app/,,false,true,2026-02-20T14:31:49.417Z,2026-02-20T14:31:49.417Z,0,,,
6997073e6d7844c9f4eb1718,699706956d7844c9f4eb16f7,Content Vista,Marketing,https://contentvista.com/,,false,true,2026-02-19T12:51:10.774Z,2026-02-19T12:51:10.774Z,0,,,
6999408fcd4c33c41e76ab29,6999407dcd4c33c41e76ab24,Zylectra,"Zylectra is a deep-tech startup redefining the standards of battery safety and reliability. Unlike traditional diagnostic tools that rely solely on historical data patterns, Zylectra utilizes Physics-Informed Neural Networks (PINNs) to understand the underlying electrochemical and thermal stressors that ""kill"" batteries.\n\nOur MVP provides a ""crystal ball"" for battery health, offering high-fidelity failure predictions (accurate to the day/month) and multi-modal root cause analysis. By bridging the gap between pure AI and physical reality, we provide manufacturers and fleet operators with actionable intelligence to prevent catastrophic failures, optimize charging habits, and extend the remaining useful life (RUL) of energy assets. At Zylectra, we don't just say a battery is bad; we explain why and tell you exactly how to fix it.\n\n\nWe're incubated at VentureLab Thapar, secured 4 lakhs grants from MeitY TIDE 2.0, 1 lakh prize from TiE Chandigarh Global Finale. Strategic interest shown in product by Maruti Suzuki and Mercedes Benz.",https://www.zylectra.com,https://res.cloudinary.com/dgwll3dwe/image/upload/v1771652127/internship-portal/logo-1771652126621-876899811_ljhn2g.webp,false,true,2026-02-21T05:20:15.132Z,2026-02-21T05:35:27.902Z,0,"Incubation room 7, 3rd Floor, VentureLab Thapar",zylectra.official@gmail.com,
69970a9d6d7844c9f4eb1754,69970a726d7844c9f4eb174f,Easy Site Coders Pvt Ltd,"In today's digital world of formidable business competition, innovation is essential for business growth. Easy Site Coders helps businesses build high-performance websites and web applications with modern, user-friendly tools. Our web development expertise ensures the right technology stack for your coding needs, and business goals to launch cutting-edge digital platforms.",https://easysitecoders.com/,https://res.cloudinary.com/dgwll3dwe/image/upload/v1771562154/internship-portal/logo-1771562153051-453851318_ep9n5v.webp,false,true,2026-02-19T13:05:33.256Z,2026-02-20T04:36:55.314Z,0,"Bathinda, Punjab",hr.himanshusoni@easysitecoders.com,9779573445
