_id,companyId,title,description,stipend,eligibility,currency,createdAt,updatedAt,__v
699945f5cd4c33c41e76ac97,6998275373452e50b91e4117,Content Writter Intern,"As a Content Writer Intern, you will help create clear, engaging, and user-friendly content for the company’s website, app, blogs, social media, and marketing campaigns. You’ll work closely with the marketing and product teams to communicate ideas simply and effectively.\n\nKey Responsibilities\n1. Content Creation\nWrite blogs, articles, and website content\nCreate app content like banners, notifications, and help text\nWrite marketing content for emails, ads, and landing pages\n\n2. Editing & Proofreading\nEdit and proofread content for grammar, clarity, and tone\nEnsure content matches brand voice and guidelines\n\n3. Research & SEO\nResearch topics related to industry, users, and services\nUse basic SEO practices (keywords, headings, meta descriptions)\n\n4. Social Media Content\nWrite captions, posts, and short-form content for social media\nSupport content planning for campaigns and launches\n\n5. Collaboration\nCoordinate with design, marketing, and product teams\nConvert complex ideas into simple, easy-to-understand content.\n\nMust Know / Skills Required\n\nStrong English writing and grammar skills\nAbility to write clear, engaging content\nBasic research skills\nCreativity and attention to detail\n\nGood to Have\n\nSEO basics\nContent writing experience (blogs, articles, app content)\nKnowledge of tools like Google Docs, Grammarly\n\nIdeal Candidate\n\nStrong command over written English.\nPortfolio or sample work is a plus.\n\nNote: Students with hands-on writing experience and live/working content in their portfolio will be preferred over degree year.\nThis is a hands-on internship. Interns are expected to work on their own laptop.",5000 - 10000,1st Year onwards,INR,2026-02-21T05:43:17.628Z,2026-02-21T05:43:17.628Z,0
6997ec9173452e50b91e2fe9,6997ea8973452e50b91e2f7e,Software Testing & Product Support Intern,"Software Testing & Product Support Intern\n\n(Product Quality & Operations)\n\nLocation: Patiala (On-site Preferred)\nDuration: 3–6 Months\nCompany: FleetPulse\nStipend: Performance-Based + PPO Opportunity\n\n🌍 About FleetPulse\n\nFleetPulse builds production-grade SaaS platforms used in real-world logistics and operations. Our systems are used daily by businesses — which means reliability, clarity, and performance matter.\n\nWe don’t treat testing as an afterthought.\nQuality is a core engineering function.\n\n👀 Who We’re Looking For\n\nStudents who:\n\nAre detail-oriented and observant\n\nEnjoy breaking systems to make them stronger\n\nThink logically and systematically\n\nCan communicate clearly in writing\n\nAre comfortable learning technical workflows\n\nIf you enjoy finding edge cases and asking “What happens if…?” — this role is for you.\n\n🛠️ What You’ll Work On\n🔍 Product Testing\n\nManual testing of web applications\n\nWriting structured test cases\n\nIdentifying bugs and edge cases\n\nVerifying feature releases before deployment\n\n🧪 Quality Assurance Processes\n\nCreating test documentation\n\nTracking bugs in project management tools\n\nRegression testing after feature updates\n\nAssisting in improving test coverage\n\n💬 Product Support & Operations\n\nReviewing reported issues\n\nReproducing customer-reported bugs\n\nCoordinating with developers for fixes\n\nHelping improve internal support workflows\n\n🧠 Skills Required\n\nStrong logical thinking\n\nBasic understanding of how web applications work\n\nComfortable using tools like Google Docs, Sheets, or Jira\n\nGood written communication skills\n\nCurious mindset\n\nNo prior QA experience required — but attention to detail is critical.\n\n🎯 What You’ll Gain\n\nReal exposure to production SaaS systems\n\nUnderstanding of how engineering teams ship features\n\nExperience working with developers and product teams\n\nStructured approach to debugging\n\nPPO opportunity for high performers\n\nThis role builds strong foundations in product thinking and systems understanding.\n\n📩 How to Apply\n\nSend:\n\nResume\n\nA short note explaining how you would test a food delivery app for bugs\n\nAny prior project or internship experience (if available)\n\n📧 Email: Jobs@Truxo.ai\n\nSubject Line: Application – Testing & Support Intern – [Your Name]",12000,3rd & 4th year students. Or Masters second year students,INR,2026-02-20T05:09:37.910Z,2026-02-20T05:09:37.910Z,0
6997c44ec3136690ba211b8d,6996d48ee27ab1eacabf1daa,AI Architecture Intern,"About Grizon AI\n\nAt Grizon AI, we are not building another generic ChatGPT wrapper. We are building the ""Sovereign Brain of India."" Indian enterprises (Pharma, Law, BFSI) are locked out of the AI revolution because sending sensitive IP to US-based servers violates the Digital Personal Data Protection (DPDP) Act. Grizon AI solves this. We are an Enterprise Agentic Orchestration Platform powered entirely by locally hosted, sovereign models.\n\nWe don’t do ""chatbots."" We build autonomous digital workforces that can plan, execute, and mathematically verify their own work without a single byte of data leaving Indian servers.\n\n The Internship: What to Expect\n\nForget fetching coffee or writing basic QA tests. As an AI Architecture Intern at Grizon AI, you will be thrown into the deep end of Multi-Agent Orchestration. You will work directly with our Lead Architects to build out the core logic of our platform.\n\nIf you are obsessed with LLMs, Agentic Workflows, and want to learn how to deploy AI in highly regulated enterprise environments, this is the best launchpad for your career.\n\n What You Will Do (Key Responsibilities)\n\nAgent Development: Assist in building specialized ""Worker Agents"" (e.g., Legal Bots, Pharma Auditors) using frameworks like CrewAI, LangGraph, or AutoGen.\n\nSovereign Model Testing: Benchmark and test locally hosted open-weight models (Llama-3, DeepSeek-R1, Qwen) and Indian native models (Sarvam AI) for speed, accuracy, and hallucination rates.\n\nVerification Pipelines: Help integrate our deterministic execution sandbox (Judge0) so our agents can write code, test it, and fix their own bugs autonomously.\n\nRAG Implementation: Build and optimize Retrieval-Augmented Generation (RAG) pipelines using vector databases to help our agents read complex legal and medical documents securely.\n\n What We Are Looking For (Requirements)\n\nEducation: Currently pursuing a B.Tech/M.Tech (CS/IT/AI-ML) or recently graduated.\n\nCore Coding: Strong, hands-on programming skills in Python. You should be comfortable writing clean, modular code.\n\nAI Fundamentals: You know how LLMs actually work under the hood. You understand Transformers, RAG, and basic Prompt Engineering beyond just using the ChatGPT interface.\n\nThe ""Show Me"" Factor: A strong GitHub Profile or portfolio. We want to see projects where you built a custom AI tool, fine-tuned a model, or played with API integrations.\n\n Mindset: Extreme curiosity, hustle, and the ability to figure things out by reading documentation.\n\n Why Intern with Grizon AI?\n\nThe ultimate Learning Curve: You will learn more about production-grade AI architecture in 6 months here than in 4 years of college.\n\nReal-World Impact: The code you write will be used to process real legal and medical data safely across India.\n\nThe PPO: This is a pre-placement pipeline. If you crush this internship, you will be offered a full-time role as an AI Architect before you even graduate.",N/A,3rd & 4th Year Students ,INR,2026-02-20T02:17:50.927Z,2026-02-20T02:17:50.927Z,0
6997ec2473452e50b91e2fd3,6997ea8973452e50b91e2f7e,Software Development Intern,"Software Development Intern\n\n(AI-Integrated Product Engineering)\n\nLocation: Patiala (On-site Preferred)\nDuration: 3–6 Months\nCompany: FleetPulse\nStipend: Performance-Based + PPO Opportunity\n\n🌍 About FleetPulse\n\nFleetPulse builds production-grade SaaS platforms used in real-world logistics and operations environments. We operate like a startup — fast execution, high ownership, real impact.\n\nOur engineering culture is modern and AI-native.\nWe build systems that combine strong fundamentals with intelligent automation.\n\n👀 Who We’re Looking For\n\nStudents who:\n\nActively use AI tools in their development workflow\n\nStay updated with modern engineering practices\n\nThink in terms of systems, architecture, and scalability\n\nPrefer building real products over academic assignments\n\nAre comfortable taking ownership of features\n\nYou should enjoy solving problems independently and figuring things out.\n\n🛠️ What You’ll Work On\n💻 Full-Stack Product Development\n\nReact / Next.js frontend features\n\nNode.js / Express backend APIs\n\nDatabase integration (PostgreSQL / Prisma)\n\nReal production feature rollouts\n\n⚙️ Intelligent Automation & Tooling\n\nDesigning structured AI-assisted workflows\n\nImproving reliability and consistency of AI outputs\n\nBuilding internal productivity tools\n\nEvaluating and integrating modern AI APIs\n\n🧩 Engineering Systems\n\nWriting modular, scalable code\n\nParticipating in sprint cycles\n\nCode reviews & testing\n\nUnderstanding deployment pipelines\n\n🧠 Skills Required\n\nStrong JavaScript fundamentals\n\nFamiliarity with React or Node.js\n\nComfortable using Git\n\nCurious about modern AI-driven development\n\nClear logical thinking\n\n🎯 What You’ll Gain\n\nReal startup engineering exposure\n\nExperience working on production systems\n\nDeep understanding of AI-integrated workflows\n\nMentorship and performance feedback\n\nPPO opportunity for high performers\n\nThis internship is execution-focused.\nYou will build and ship.\n\n📩 How to Apply\n\nSend:\n\nResume\n\nGitHub / Portfolio (if any)\n\nA short note explaining how you use AI tools in your development workflow\n\n📧 Email: Jobs@Truxo.ai\n\nSubject Line: Application – Software Development Intern – [Your Name]",15000,3rd & 4th year students. Or Masters second year students,INR,2026-02-20T05:07:48.259Z,2026-02-20T05:07:48.259Z,0
699835c973452e50b91e44fa,6998319f73452e50b91e447d,Firmware Intern,"Assist in firmware development for embedded and IoT devices\n\nSupport testing, debugging, and validation of firmware modules\n\nWork with microcontrollers, sensors, and communication interfaces (UART, SPI, I²C, BLE, etc.)\n\nHelp troubleshoot field issues and support technical documentation\n\nCollaborate with hardware, software, and customer support teams",15000,Final Year,INR,2026-02-20T10:22:01.143Z,2026-02-20T10:22:01.143Z,0
699933fccd4c33c41e76aa37,6997ee6473452e50b91e30b0,Business Growth Lead,"Incentive-Based | Remote | High Ownership\n\nWe’re looking for sharp, self-driven individuals who want real startup experience. As a Business Growth Lead Intern, you’ll drive adoption of QuickStay’s Smart Subscription and earn directly based on the value you create.\n\nThis is a performance-first role where your effort translates into real income and hands-on growth experience.\n\nWhat You’ll Do:\n\n1. Onboard Yourself as a Partner\n* Log in to the QuickStay Partner Platform\n  partnerdashboard.quickstayapp.com\n* Complete onboarding and get approved\n\n2. Access Sales Assets\n* Get ready-to-use sales materials\n* Understand the Smart Subscription pitch\n\n3. Lead Generation\n* Identify potential leads (brokers, property owners, operators, student ecosystem)\n* Use WhatsApp, LinkedIn, referrals, and local outreach\n\n4. Sales & Conversion\n* Pitch Smart Subscription confidently\n* Handle objections and close deals\n* Build your own sales pipeline\n\n5. Track Your Performance\n* Monitor conversions and commissions via dashboard\n* Optimize based on results\n\n\nWho This Is For:\n\n* Students who want real startup exposure\n* Aspiring founders, sales operators, or growth enthusiasts\n* People who prefer performance-based earning over fixed stipends\n* Self-driven individuals who can operate independently\n\n\nWhat You’ll Gain:\n\n* Real-world sales and growth experience\n* Exposure to marketplace startups\n* Founder-level learning\n* Portfolio-worthy impact\n\n\nEarnings (Incentive-Based):\nThis is a commission-driven internship.\n\nTypical monthly earning range:\n₹10,000 – ₹80,000+\nNo upper cap. Depends on your performance.\n\n\nWhy This Role Is Different:\n\n* No micromanagement\n* No fake intern work\n* Direct earnings visibility\n* Learn real distribution — the most valuable startup skill",Incentive Based 10K to 80K+,"MBA, BBA, B.Tech Students",INR,2026-02-21T04:26:36.678Z,2026-02-21T04:26:36.678Z,0
69994253cd4c33c41e76ab75,6999408fcd4c33c41e76ab29,Deep Learning Intern,"Zylectra is a deep-tech startup revolutionizing battery safety. We don’t just look for data patterns; we build physics-informed models that understand the ""why"" behind battery degradation. Our mission is to predict premature failures with precision and provide actionable intelligence to both manufacturers and consumers.\n\nThe Role\n\nWe are looking for a brilliant Deep Learning Intern to help refine our core predictive engine. You will work on integrating physical constraints (thermodynamics, degradation chemistry) into deep learning architectures to improve the accuracy of RUL (Remaining Useful Life) and failure forecasting.\n\nKey Responsibilities\n\n- Model Development: Help build and train ""physics-informed"" models that predict battery failure (X days/months out) with associated risk scores.\n- Root Cause Analysis: Assist in developing multi-modal architectures to identify *why* a battery failed (e.g., lithium plating, thermal runaway) and attribute fault.\n- Data Pipeline: Pre-process high-frequency time-series data from Battery Management Systems (BMS).\n- Optimization: Experiment with Loss Function engineering to incorporate physical laws into the training process.\n\nRequirements\n\n- Technical Stack: Strong proficiency in Python and frameworks like PyTorch or TensorFlow.\n- Deep Learning: Solid understanding of CNNs, LSTMs, Transformers or core deep learning fundamentals for time-series data.\n- The ""Plus"" Factor (not mandatory): Familiarity with PINNs (Physics-Informed Neural Networks) or Differential Equations.\n- Domain Interest: A passion for EVs, and AI. If you want to just build ""wrappers"", don't apply.\n\nWhat’s in it for you?\n\n- Monthly stipend up to 15,000/month.\n- Work on a real-world MVP that directly impacts the safety of the EV revolution.\n- Hands-on experience with multi-modal data and explainable AI (XAI).\n- Mentorship in a fast-paced, deep-tech startup environment.\n- Certificate included.","15,000/month",Anyone skilled in Deep learning can apply. No CGPA asked. No Resume asked. Only Github.,INR,2026-02-21T05:27:47.370Z,2026-02-21T05:28:58.709Z,0
6997e41a73452e50b91e2ea0,69970a9d6d7844c9f4eb1754,MERN Developer Intern,"We are looking for a passionate and enthusiastic MERN Stack Developer Intern to join our development team. This internship offers hands-on experience in building modern web applications using MongoDB, Express.js, React.js, and Node.js. You will work closely with experienced developers and gain real-world exposure to full-stack development.",5000-7000,Any,INR,2026-02-20T04:33:30.140Z,2026-02-20T04:38:40.704Z,0
69959f3a1d075824b751221d,699549203cbdc39b17e963af,Flight Support Trainee,"Role Highlights:\nCustomer support via voice, email & chat\nHandling flight and travel-related queries\nEnsuring a smooth customer experience\nWorking closely with internal teams\n\nEligibility:\nFreshers welcome\nGood communication skills\nCustomer-centric mindset\nComfortable with rotational shifts",12000,Freshers,INR,2026-02-18T11:15:06.464Z,2026-02-18T11:15:06.464Z,0
6999372ecd4c33c41e76aa43,6997ee6473452e50b91e30b0,AI Engineer / LLM Engineer (Intern / Associate),"Build Real AI Systems | Work Directly With Founders\n\nWe’re looking for a highly technical AI builder who can design, fine-tune, and deploy real AI systems on top of large language models.\n\nAt QuickStay, this role goes beyond using AI tools — you’ll build custom AI capabilities tailored to our product, data, and workflows.\n\nIf you enjoy building with LLMs, training models, and shipping real AI features, this role is for you.\n\n\nWhat You’ll Work On:\n\nLLM-Based System Development\n• Build applications on top of GPT-class and open-source LLMs\n• Design structured prompting and system architectures\n• Develop production-ready AI workflows\n\nModel Training & Fine-Tuning\n• Fine-tune open-source models where needed\n• Work with embeddings, RAG pipelines, and adapters (LoRA, etc.)\n• Optimize models for domain-specific use cases\n\nData Engineering for AI\n• Prepare and structure datasets for training and evaluation\n• Create data pipelines for continuous model improvement\n• Improve output quality through better data design\n\nAI Feature Development\n• Build AI-powered product features (search, copilots, automation, agents)\n• Design internal AI tools for operations and growth\n• Turn prototypes into usable production systems\n\nResearch + Rapid Execution\n• Stay updated with latest LLM advancements\n• Evaluate open-source models and frameworks\n•Ship fast and iterate based on results\n\n\nWho This Is For:\n• Strong engineers excited about applied AI\n• People already building with LLMs or open-source models\n• Hackers who like shipping fast\n• Builders who want real ownership and zero bureaucracy\n\nRequired Skills:\n• Experience working with LLM APIs or open-source models\n• Python and ML ecosystem familiarity\n• Understanding of fine-tuning, embeddings, or RAG\n• Ability to build and deploy end-to-end systems\n\nBonus Skills:\n• LangChain / LlamaIndex / vector DBs\n• LoRA / PEFT fine-tuning\n• AI infra or model optimization\n• Full-stack AI deployment experience\n\nWhat You’ll Gain:\n• Real-world AI system building experience\n• High ownership and autonomy\n• Direct founder collaboration\n• Opportunity to build AI features used by real users\n\nCompensation:\n• Internship / Contract / Full-time options\n• Performance-linked upside\n• Long-term role for strong builders",0,Build AI for real life,INR,2026-02-21T04:40:14.417Z,2026-02-21T04:40:14.417Z,0
6998364873452e50b91e4548,6998319f73452e50b91e447d,Sales & Business Development,"Assist in lead generation, prospect research, and outreach activities\n\nSupport client communication, follow-ups, and meeting coordination\n\nHelp prepare proposals, presentations, and sales documentation\n\nConduct market research and competitor analysis\n\nSupport digital campaigns and promotional activities\n\nMaintain CRM updates and basic sales reporting",15000,Final Year,INR,2026-02-20T10:24:08.513Z,2026-02-20T10:24:08.513Z,0
69993f20cd4c33c41e76aae8,6998275373452e50b91e4117,Business Developer Intern,"As a Business Developer Intern, you will support the business growth team by identifying new opportunities, engaging with potential partners/customers, and helping expand the company’s market presence. This role offers hands-on exposure to sales, partnerships, market research, and startup operations. You will be working on:\n\nBuilding business strategies, New ideas brainstorming\nLead Generation of B2B clients - Partnerships & Collaborations\nCold calling, Schedule Meeting & onboarding clients\nConverting Leads into business\nMarketing & Growth Support\nData Analyis & Reporting\nCustomer Interaction & Feedback\n\nSkills You’ll Develop:\nBusiness communication & negotiation\nSales and growth strategies\nMarket research & customer discovery\nStartup and real-world business exposure\n\nIdeal Candidate:\nCurrently pursuing (2nd year or above) or recently completed degree (Business, Marketing, Management, or related field)\nStrong communication skills\nWillingness to learn and take initiative\nComfortable with calls, meetings, and field/online outreach",5000 -  15000,2nd Year onwards,INR,2026-02-21T05:14:08.697Z,2026-02-21T05:14:08.697Z,0
69994309cd4c33c41e76ac04,6998275373452e50b91e4117,Backend Developer Intern,"As a Backend Developer Intern, you will work closely with the engineering team to build, improve, and maintain server-side applications, APIs, and databases. This role offers hands-on experience in real production systems and scalable backend architecture.\n\nTech Stack: Python backend + Flutter app + MongoDB database\n\nKey Responsibilities:\n\nBackend Development \nAssist in developing and maintaining backend services and APIs\nWrite clean, efficient, and reusable code\n\nAPI & Database Management\nHelp design and implement RESTful APIs\nWork with databases (SQL / NoSQL) to store and retrieve data\nBug Fixing, Optimize database queries for performance\n\nTesting & Documentation\nWrite basic unit tests and assist in backend testing\nDocument APIs, workflows, and backend logic\n\n\nMust Know (Mandatory Skills)\n\nPython programming (basic to intermediate level)\nMongoDB (collections, documents, CRUD operations)\nUnderstanding of REST APIs and JSON\nBasic backend concepts (request–response cycle)\nFamiliarity with Git / version control\n\nGood to Have (Optional)\n\nPython frameworks like FastAPI / Flask / Django\nExperience integrating APIs with Flutter apps\nBasic knowledge of authentication (JWT, tokens)\nUnderstanding of cloud or deployment basics\n\nNote: We value practical skills. Students who have worked on real or live projects will be preferred over degree year. ",10000 - 25000,2nd Year onwards,INR,2026-02-21T05:30:49.347Z,2026-02-21T05:30:49.347Z,0
6998358673452e50b91e44cf,6998319f73452e50b91e447d,Content & Marketing Intern,"Create engaging content for Instagram, LinkedIn, Facebook, and YouTube\n\nAssist in planning and executing digital marketing campaigns\n\nResearch industry trends and develop content ideas\n\nSupport SEO efforts through keyword research and optimized captions\n\nCoordinate with the design team for creatives and marketing materials\n\nTrack basic analytics and prepare performance summarie",15000,Final Year,INR,2026-02-20T10:20:54.364Z,2026-02-20T10:20:54.364Z,0
